Dates,temp
2011-02-02,55.1297875252714
2011-02-03,53.527017124118395
2011-02-04,54.367826408218406
2011-02-05,59.824360304380996
2011-02-06,65.1575315885083
2011-02-07,57.7279099384943
2011-02-08,55.817122527345504
2011-02-09,54.764433198458
2011-02-10,54.934493055914004
2011-02-11,52.457489422087406
2011-02-12,52.591820606134995
2011-02-13,52.1165789461759
2011-02-14,54.26274641206321
2011-02-15,55.83227637944779
2011-02-16,50.2840261383126
2011-02-17,47.25954903291571
2011-02-18,41.9205476952827
2011-02-19,43.450732981556705
2011-02-20,47.18971671965771
2011-02-21,49.4690850956273
2011-02-22,49.9586734659851
2011-02-23,49.2197964157372
2011-02-24,49.5118995115413
2011-02-25,47.9883194665938
2011-02-26,43.8132919843416
2011-02-27,47.6031882528401
2011-02-28,50.6681420543462
2011-03-01,51.75242027291821
2011-03-02,54.4760974088696
2011-03-03,55.687985874134505
2011-03-04,50.33758079774079
2011-03-05,54.2954936542478
2011-03-06,54.2954848636963
2011-03-07,54.2954761515378
2011-03-08,54.295467517229994
2011-03-09,54.295458960009206
2011-03-10,56.199988902749794
2011-03-11,53.251544899725104
2011-03-12,54.9581606918433
2011-03-13,58.5275727799259
2011-03-14,58.738417743843
2011-03-15,57.9780772421639
2011-03-16,55.4091231625313
2011-03-17,53.071431227196705
2011-03-18,51.39089759414289
2011-03-19,49.1431222184177
2011-03-20,52.82847477624661
2011-03-21,52.627791906210206
2011-03-22,52.4525976088299
2011-03-23,52.7505166670687
2011-03-24,49.5931866805783
2011-03-25,53.2659775022606
2011-03-26,53.0365615192194
2011-03-27,49.946747098078006
2011-03-28,53.1849521327055
2011-03-29,56.233086133552106
2011-03-30,63.3544455027699
2011-03-31,68.1336704416065
2011-04-01,66.23914318858229
2011-04-02,58.8986104267653
2011-04-03,56.7458525132181
2011-04-04,61.6916575656648
2011-04-05,57.287052265665395
2011-04-06,54.737837624579804
2011-04-07,50.930381975415706
2011-04-08,51.872776533514205
2011-04-09,53.0766367494046
2011-04-10,54.25877720159121
2011-04-11,55.56460551725701
2011-04-12,51.853177942041505
2011-04-13,53.3766721655898
2011-04-14,54.1199909638598
2011-04-15,57.797549575569
2011-04-16,58.5429703130503
2011-04-17,56.564085680043796
2011-04-18,57.788558651641
2011-04-19,58.6442855813206
2011-04-20,58.9714208475187
2011-04-21,55.8308195378659
2011-04-22,54.0614713490545
2011-04-23,57.79690212157929
2011-04-24,56.965794432279395
2011-04-25,57.29463577305779
2011-04-26,56.5095912439394
2011-04-27,57.7136071351591
2011-04-28,55.82896724350861
2011-04-29,56.6543141456048
2011-04-30,61.974000814534705
2011-05-01,63.029217720854
2011-05-02,57.8996458496772
2011-05-03,60.106547610460204
2011-05-04,68.4509289372897
2011-05-05,66.18934371941421
2011-05-06,56.657344688241
2011-05-07,55.6374243111051
2011-05-08,54.9761025478692
2011-05-09,56.5677379995811
2011-05-10,52.7880757462772
2011-05-11,54.6016360439045
2011-05-12,57.6180606013515
2011-05-13,55.235030020005105
2011-05-14,53.7112515903753
2011-05-15,53.9814094292921
2011-05-16,53.8919078157868
2011-05-17,54.478653262431
2011-05-18,57.58542525899961
2011-05-19,58.9493447804395
2011-05-20,57.0977321782675
2011-05-21,57.5308590447059
2011-05-22,56.696057631749895
2011-05-23,57.331535276172
2011-05-24,56.0487930712872
2011-05-25,56.784168690004904
2011-05-26,58.452642053618895
2011-05-27,58.87568721284799
2011-05-28,56.7030177157074
2011-05-29,57.2746701504819
2011-05-30,56.5947634338429
2011-05-31,57.55356257694961
2011-06-01,57.482579456625096
2011-06-02,58.204353001047295
2011-06-03,57.552883316282994
2011-06-04,59.2655406589141
2011-06-05,60.844052382994604
2011-06-06,58.027348918338205
2011-06-07,60.1431767996102
2011-06-08,59.2935510126037
2011-06-09,59.179785283885295
2011-06-10,59.6323674542907
2011-06-11,57.20261409973471
2011-06-12,58.1995371152216
2011-06-13,59.6550327049191
2011-06-14,65.06554466791529
2011-06-15,67.19828873948421
2011-06-16,60.825461827076
2011-06-17,58.7585193150296
2011-06-18,59.6807933250935
2011-06-19,66.2617259134495
2011-06-20,72.6227595116792
2011-06-21,70.02127190002
2011-06-22,60.503018964128294
2011-06-23,59.84142855247621
2011-06-24,59.5845143442936
2011-06-25,58.40100347881621
2011-06-26,61.38828147776529
2011-06-27,57.46790867676229
2011-06-28,57.821724222762796
2011-06-29,60.416556552831004
2011-06-30,65.3020895073297
2011-07-01,68.75651372109999
2011-07-02,64.03572854456739
2011-07-03,70.6985350009424
2011-07-04,65.2942556362147
2011-07-05,63.2306284767725
2011-07-06,61.244520608882894
2011-07-07,61.1523180053669
2011-07-08,61.9214918390179
2011-07-09,55.33613093266721
2011-07-10,54.2961100982081
2011-07-11,54.296102739596606
2011-07-12,54.2960954258845
2011-07-13,54.2960881555118
2011-07-14,54.2960809274635
2011-07-15,57.9246937322279
2011-07-16,62.435407283656595
2011-07-17,63.300909496172
2011-07-18,64.5217010896679
2011-07-19,63.8194429556046
2011-07-20,66.840747972527
2011-07-21,59.755625237964296
2011-07-22,54.2961882746069
2011-07-23,65.166755269426
2011-07-24,62.93567508341889
2011-07-25,61.2495566565021
2011-07-26,58.673297637720204
2011-07-27,58.637048242778505
2011-07-28,61.0383038913137
2011-07-29,57.91880195315411
2011-07-30,65.8949564591433
2011-07-31,65.8572161866626
2011-08-01,61.789874171543
2011-08-02,61.734209319913305
2011-08-03,52.097259907446
2011-08-04,56.101383847599294
2011-08-05,56.7682039362919
2011-08-06,56.91445288988729
2011-08-07,56.561617013298104
2011-08-08,56.074343569607294
2011-08-09,55.8930643307599
2011-08-10,54.602907996940004
2011-08-11,55.7719570841055
2011-08-12,52.4597921653057
2011-08-13,59.593892299869204
2011-08-14,56.43559650437
2011-08-15,59.6526882990148
2011-08-16,59.728312518309096
2011-08-17,67.5516130795978
2011-08-18,58.7664831041117
2011-08-19,59.663399097498896
2011-08-20,56.9909937357991
2011-08-21,61.2193187647066
2011-08-22,63.4884855095629
2011-08-23,69.6893996039041
2011-08-24,74.7027223025726
2011-08-25,57.8485828087514
2011-08-26,56.46929206096829
2011-08-27,60.708028842360704
2011-08-28,58.976577345527495
2011-08-29,59.8142659171534
2011-08-30,60.6985600048937
2011-08-31,62.9879510725725
2011-09-01,69.0470823567102
2011-09-02,62.3719017604709
2011-09-03,55.21645687248779
2011-09-04,57.84015293963571
2011-09-05,62.4386097203485
2011-09-06,63.4725892812572
2011-09-07,49.30888218930429
2011-09-08,59.8062819826229
2011-09-09,58.0014212547227
2011-09-10,63.6014349884735
2011-09-11,60.428666349884004
2011-09-12,59.7501707471583
2011-09-13,61.310686177110604
2011-09-14,61.478267824525794
2011-09-15,56.1397395854497
2011-09-16,63.998806259401995
2011-09-17,60.837796921800496
2011-09-18,64.5739893878983
2011-09-19,66.21128412403789
2011-09-20,65.2934125384411
2011-09-21,64.10461403203149
2011-09-22,61.5048086678648
2011-09-23,62.8138516469168
2011-09-24,67.22642817127621
2011-09-25,65.0288366872184
2011-09-26,61.962472018666496
2011-09-27,68.8135191441179
2011-09-28,70.3359962741108
2011-09-29,63.7177329734832
2011-09-30,59.0492698532074
2011-10-01,64.2926818121241
2011-10-02,61.8770584387198
2011-10-03,61.9933466010553
2011-10-04,60.7486172150633
2011-10-05,60.74060997894
2011-10-06,59.875438269179895
2011-10-07,58.617155137931995
2011-10-08,59.8665625760142
2011-10-09,62.765691376077605
2011-10-10,64.5191542755734
2011-10-11,64.6276260805038
2011-10-12,66.93802766053989
2011-10-13,68.5744186517947
2011-10-14,67.801099024354
2011-10-15,63.1210372207168
2011-10-16,59.3455941393759
2011-10-17,61.1988339743147
2011-10-18,61.54895910786961
2011-10-19,59.01569192692779
2011-10-20,60.3576669651284
2011-10-21,62.2717278796984
2011-10-22,58.74233070026171
2011-10-23,65.06319257352351
2011-10-24,66.87640821504029
2011-10-25,56.6255492316469
2011-10-26,57.6740917482255
2011-10-27,58.6618354810806
2011-10-28,63.8248316731282
2011-10-29,57.503886345979794
2011-10-30,60.7719467918742
2011-10-31,61.7192733423249
2011-11-01,61.4335057707288
2011-11-02,57.834071779375705
2011-11-03,57.5643759253024
2011-11-04,63.4427423106546
2011-11-05,47.7408220064495
2011-11-06,58.5358267088888
2011-11-07,52.9883309804167
2011-11-08,52.14473206166579
2011-11-09,51.553476006143704
2011-11-10,57.0877626850267
2011-11-11,55.6329017180272
2011-11-12,54.0658483198482
2011-11-13,55.744238230163404
2011-11-14,55.75208665375361
2011-11-15,55.1523451478567
2011-11-16,55.3438317684507
2011-11-17,54.9092635240736
2011-11-18,56.6652416251264
2011-11-19,50.4273411659544
2011-11-20,49.6448971285242
2011-11-21,51.961086623776396
2011-11-22,54.2519483608635
2011-11-23,52.28089045153279
2011-11-24,48.8148377474998
2011-11-25,55.4609726013731
2011-11-26,52.19839047258739
2011-11-27,55.037328019443905
2011-11-28,51.1656793658957
2011-11-29,52.33714554275189
2011-11-30,52.1957148968672
2011-12-01,55.7107020847874
2011-12-02,60.2935553003501
2011-12-03,61.242276020492405
2011-12-04,56.10676741971599
2011-12-05,53.3132740093195
2011-12-06,54.360479334936294
2011-12-07,52.1280573415553
2011-12-08,52.2146437218254
2011-12-09,52.1976195074055
2011-12-10,53.3244486119095
2011-12-11,52.5374773223596
2011-12-12,52.183301308165795
2011-12-13,51.925855896264494
2011-12-14,51.2754785981526
2011-12-15,51.900819172036705
2011-12-16,51.96307522329351
2011-12-17,52.649063550758704
2011-12-18,52.653466919755495
2011-12-19,51.965973220060995
2011-12-20,52.992369256964395
2011-12-21,51.9046215971089
2011-12-22,52.1036506102014
2011-12-23,53.90284832505299
2011-12-24,49.997941273730895
2011-12-25,49.0151265047858
2011-12-26,51.559835800497204
2011-12-27,50.7549698236131
2011-12-28,51.58729093166429
2011-12-29,50.5919999319941
2011-12-30,50.61791272310679
2011-12-31,53.2591581565953
2012-01-01,51.5873279034351
2012-01-02,54.0909893643852
2012-01-03,53.253453144259204
2012-01-04,50.8701659422893
2012-01-05,54.9468014717457
2012-01-06,47.93147343438311
2012-01-07,48.926063531406406
2012-01-08,55.1207475798217
2012-01-09,51.2987278332106
2012-01-10,52.040097084650796
2012-01-11,52.690150599109
2012-01-12,56.000337730791905
2012-01-13,56.50048422112079
2012-01-14,55.3560350425863
2012-01-15,55.941476708688704
2012-01-16,47.992387204943
2012-01-17,49.4314417402271
2012-01-18,49.2570833987716
2012-01-19,52.0534692871237
2012-01-20,51.129125179816
2012-01-21,55.908361369255
2012-01-22,54.342647724474496
2012-01-23,52.5866880593374
2012-01-24,53.9144699318054
2012-01-25,55.922645148448495
2012-01-26,58.91381575863149
2012-01-27,54.437719116134396
2012-01-28,49.453495680507295
2012-01-29,56.287183564863795
2012-01-30,52.9851122791195
2012-01-31,51.481283198658
2012-02-01,56.2766390479424
2012-02-02,53.856806770129396
2012-02-03,53.6488976023948
2012-02-04,54.91094686715179
2012-02-05,60.1415651957442
2012-02-06,61.8297187861625
2012-02-07,48.543977900101005
2012-02-08,56.1549822866217
2012-02-09,54.7782280708387
2012-02-10,57.1065727923876
2012-02-11,52.296559172221
2012-02-12,53.3158073168572
2012-02-13,51.616123355578296
2012-02-14,52.461867164172
2012-02-15,52.8261945683396
2012-02-16,46.607598902479
2012-02-17,50.584562097147796
2012-02-18,46.335456904516
2012-02-19,51.129123635371
2012-02-20,50.3680216721172
2012-02-21,53.404401118855496
2012-02-22,53.744854039992106
2012-02-23,54.8173660635346
2012-02-24,56.393844722382404
2012-02-25,54.125233908164994
2012-02-26,46.65063895668511
2012-02-27,51.6174559169042
2012-02-28,50.655295315038394
2012-02-29,51.9497184876727
2012-03-01,54.9528351355128
2012-03-02,52.8970591477961
2012-03-03,48.6663972676437
2012-03-04,60.011998111497
2012-03-05,56.6738132818464
2012-03-06,51.2798663059412
2012-03-07,52.4212911654884
2012-03-08,53.19277827925921
2012-03-09,57.3018554596617
2012-03-10,52.2550209185457
2012-03-11,54.513921206316994
2012-03-12,57.8121720797781
2012-03-13,56.9666979752215
2012-03-14,55.8233100627884
2012-03-15,55.502769137556
2012-03-16,55.09341254926989
2012-03-17,53.5131836459654
2012-03-18,47.0061473045627
2012-03-19,53.076957906192206
2012-03-20,50.59925687082371
2012-03-21,51.9816402200506
2012-03-22,56.9367253870102
2012-03-23,49.4579415292464
2012-03-24,56.2507011016789
2012-03-25,48.7747127053389
2012-03-26,48.9685550646589
2012-03-27,55.981640227195996
2012-03-28,57.3728773143151
2012-03-29,64.5859949417174
2012-03-30,62.3961082713471
2012-03-31,60.9127391399384
2012-04-01,51.9932840825494
2012-04-02,53.327986248285896
2012-04-03,60.675855867486106
2012-04-04,52.362725780607995
2012-04-05,51.374424289528896
2012-04-06,47.75827373413429
2012-04-07,52.938303493298505
2012-04-08,54.993943877033395
2012-04-09,54.729861695379
2012-04-10,54.5620904945777
2012-04-11,51.624274399575995
2012-04-12,57.0169565784174
2012-04-13,54.5548896103794
2012-04-14,56.5664222425933
2012-04-15,56.130998968830795
2012-04-16,54.3741877172781
2012-04-17,57.5362118058683
2012-04-18,57.6224102225329
2012-04-19,58.142761887896
2012-04-20,57.336299181427094
2012-04-21,61.335348703234104
2012-04-22,66.7814471050721
2012-04-23,55.452519569567606
2012-04-24,60.8975827033889
2012-04-25,60.3043055697646
2012-04-26,62.0946358310876
2012-04-27,55.164695198924505
2012-04-28,58.664920961811106
2012-04-29,64.693160418809
2012-04-30,62.5693012370348
2012-05-01,54.3933311039158
2012-05-02,59.439381024294605
2012-05-03,63.717796262316895
2012-05-04,58.9691823320901
2012-05-05,51.1272634536032
2012-05-06,59.2891322966222
2012-05-07,61.023359446639795
2012-05-08,63.5491776260075
2012-05-09,54.8729556660099
2012-05-10,58.885400906750895
2012-05-11,61.9889650364482
2012-05-12,57.77446482532189
2012-05-13,55.1679617619518
2012-05-14,57.380978331594704
2012-05-15,55.434578596648294
2012-05-16,54.8931244479891
2012-05-17,57.7818224468954
2012-05-18,55.5322972186471
2012-05-19,57.3311728165067
2012-05-20,59.6700901545259
2012-05-21,58.962995137383395
2012-05-22,57.52886183089729
2012-05-23,57.8318460789106
2012-05-24,60.1621864617949
2012-05-25,59.778178087872
2012-05-26,57.5582080653636
2012-05-27,55.27772868795589
2012-05-28,57.415806348677904
2012-05-29,54.4730841346937
2012-05-30,56.468547758011894
2012-05-31,55.33589079020761
2012-06-01,63.2376671384098
2012-06-02,60.2915967730383
2012-06-03,58.82979318838721
2012-06-04,60.45214142911139
2012-06-05,56.1468577776562
2012-06-06,61.2571114523688
2012-06-07,58.855326370373106
2012-06-08,59.3880603188281
2012-06-09,60.4029045636535
2012-06-10,60.279211636257
2012-06-11,68.2452677135396
2012-06-12,64.9761590017813
2012-06-13,59.9808399130476
2012-06-14,66.1748414695208
2012-06-15,57.7359019137831
2012-06-16,62.3923640339073
2012-06-17,68.1128073550103
2012-06-18,66.2279563997349
2012-06-19,64.4767333510766
2012-06-20,63.7099294947248
2012-06-21,58.36337801341121
2012-06-22,57.3127512316595
2012-06-23,59.6250151893066
2012-06-24,59.4800103955511
2012-06-25,63.2446017391665
2012-06-26,57.7724574094604
2012-06-27,62.94394520749601
2012-06-28,63.5117900948125
2012-06-29,65.0305924780783
2012-06-30,66.39712672650579
2012-07-01,60.8998722815897
2012-07-02,69.8469188531941
2012-07-03,57.47992556686971
2012-07-04,62.006048251231604
2012-07-05,60.2160794247047
2012-07-06,59.992677129590206
2012-07-07,61.7396249724138
2012-07-08,55.3186206865568
2012-07-09,56.0639308532558
2012-07-10,56.936905831334
2012-07-11,58.8139127483188
2012-07-12,59.7981109674058
2012-07-13,56.8207611259488
2012-07-14,59.2879196895638
2012-07-15,62.9170977683958
2012-07-16,61.5713535432065
2012-07-17,61.773542263101994
2012-07-18,62.0251687284227
2012-07-19,65.9595474394991
2012-07-20,57.134317508478205
2012-07-21,58.28897045928329
2012-07-22,73.8706486602063
2012-07-23,59.75094870048571
2012-07-24,60.4075703550412
2012-07-25,60.19438222274
2012-07-26,60.7857523395281
2012-07-27,61.765765864108
2012-07-28,56.7375146473294
2012-07-29,67.1595689465124
2012-07-30,57.1163036347281
2012-07-31,65.6015942267785
2012-08-01,53.34940380943279
2012-08-02,60.386782567226604
2012-08-03,58.2829227382627
2012-08-04,57.396069818984
2012-08-05,57.3752959422262
2012-08-06,60.1425729021383
2012-08-07,60.491759902104796
2012-08-08,59.4807057889324
2012-08-09,61.0473689044505
2012-08-10,59.97417673580421
2012-08-11,59.08308502285621
2012-08-12,67.1348570115971
2012-08-13,55.636944932595604
2012-08-14,62.3645700875416
2012-08-15,60.3551090791527
2012-08-16,60.903185989632796
2012-08-17,61.7855540177458
2012-08-18,53.737065187003004
2012-08-19,60.2154813324532
2012-08-20,55.3937803218336
2012-08-21,60.617276802575205
2012-08-22,64.58706286094771
2012-08-23,56.892094939831495
2012-08-24,61.4004095589241
2012-08-25,60.122489671501505
2012-08-26,57.71324613806021
2012-08-27,61.4295178929434
2012-08-28,64.0397870360827
2012-08-29,61.4262331515529
2012-08-30,64.99509135080629
2012-08-31,59.4905033707781
2012-09-01,60.2208139960237
2012-09-02,57.8722208241221
2012-09-03,60.451513131396
2012-09-04,60.3325550501231
2012-09-05,53.182833633151
2012-09-06,60.9159709357436
2012-09-07,59.9427690507751
2012-09-08,62.085058577413704
2012-09-09,59.996073288941204
2012-09-10,64.5497929106665
2012-09-11,62.06435087064529
2012-09-12,60.339664599086106
2012-09-13,57.1188115160105
2012-09-14,58.3706875474612
2012-09-15,59.540640784457295
2012-09-16,59.72520214492639
2012-09-17,64.8404167201249
2012-09-18,61.565170254289896
2012-09-19,61.4451135415399
2012-09-20,56.5693556176807
2012-09-21,59.95088977825171
2012-09-22,61.0623169988068
2012-09-23,59.281840138467906
2012-09-24,60.56612833424621
2012-09-25,59.1692998671939
2012-09-26,62.2972751585369
2012-09-27,65.0391603525633
2012-09-28,53.54210049169561
2012-09-29,60.570586740836106
2012-09-30,60.4738478042023
2012-10-01,62.2468749081056
2012-10-02,66.0206618541029
2012-10-03,68.452456197117
2012-10-04,60.0743370684642
2012-10-05,59.445833483047
2012-10-06,62.433087356406794
2012-10-07,62.8027770943689
2012-10-08,58.6840796755294
2012-10-09,62.2331933196797
2012-10-10,64.49171735665749
2012-10-11,61.316026572322905
2012-10-12,63.166498213632096
2012-10-13,62.70989687763001
2012-10-14,58.243345229531094
2012-10-15,63.21423267137239
2012-10-16,61.389108718246796
2012-10-17,62.468862004613506
2012-10-18,63.754636677410794
2012-10-19,64.9466865737607
2012-10-20,62.5281560190759
2012-10-21,63.316808766395
2012-10-22,59.0209752900276
2012-10-23,54.3347478738331
2012-10-24,54.970225715054
2012-10-25,58.1928208449288
2012-10-26,58.986810550803604
2012-10-27,60.7913077925875
2012-10-28,63.077903331549905
2012-10-29,60.917426239551
2012-10-30,58.444597357348606
2012-10-31,52.871180305970704
2012-11-01,59.703107562076305
2012-11-02,58.007043950961
2012-11-03,53.20962746504539
2012-11-04,61.1416022828734
2012-11-05,60.4013366538299
2012-11-06,62.11977253480121
2012-11-07,61.8428958967957
2012-11-08,57.0080171198845
2012-11-09,56.185540964344995
2012-11-10,50.076818298323005
2012-11-11,55.498257568302705
2012-11-12,53.86604041058539
2012-11-13,54.4586273924057
2012-11-14,57.435547024894
2012-11-15,57.8323344231301
2012-11-16,58.385523574386504
2012-11-17,55.6618353435626
2012-11-18,55.2667885322266
2012-11-19,55.723662152020395
2012-11-20,58.4273677475119
2012-11-21,60.3265222555902
2012-11-22,58.8294859419378
2012-11-23,54.637420789096204
2012-11-24,56.684613120483704
2012-11-25,57.1704465648513
2012-11-26,56.0002046950179
2012-11-27,54.371522138261994
2012-11-28,56.578296005235
2012-11-29,60.1440287696668
2012-11-30,63.8815710593624
2012-12-01,61.9500606224792
2012-12-02,56.80096721188439
2012-12-03,54.136985505088795
2012-12-04,54.856318989048795
2012-12-05,55.2337275819647
2012-12-06,57.883874724718396
2012-12-07,54.55441166278621
2012-12-08,54.533829283023
2012-12-09,52.49906311881679
2012-12-10,54.7657550713197
2012-12-11,55.3181837038063
2012-12-12,51.9531447785949
2012-12-13,52.2487754666708
2012-12-14,49.68812226625651
2012-12-15,51.3272672611507
2012-12-16,50.0894296716462
2012-12-17,53.1051957287244
2012-12-18,55.686906929652395
2012-12-19,47.746857574485105
2012-12-20,48.29618072442861
2012-12-21,54.4467653385595
2012-12-22,50.0570046369499
2012-12-23,53.028523075573
2012-12-24,52.493690509021995
2012-12-25,50.500061791034604
2012-12-26,50.906847938678595
2012-12-27,54.100493702235
2012-12-28,51.744223315916
2012-12-29,52.24921591468701
2012-12-30,48.415835736919696
2012-12-31,52.0878878062449
2013-01-01,49.657410507338
2013-01-02,50.233053611100296
2013-01-03,51.489985283984794
2013-01-04,48.1450028062576
2013-01-05,49.389686740648095
2013-01-06,58.1487791704741
2013-01-07,50.800976658229196
2013-01-08,50.2748664493984
2013-01-09,52.0845130673493
2013-01-10,50.9145765417134
2013-01-11,50.1590457330792
2013-01-12,48.132368092118504
2013-01-13,48.8253466543741
2013-01-14,41.7589132979198
2013-01-15,43.7730651717731
2013-01-16,46.2520528409003
2013-01-17,48.9526938605056
2013-01-18,50.4485660232024
2013-01-19,56.8103170455466
2013-01-20,48.8660150880208
2013-01-21,50.968825757530205
2013-01-22,54.934643251301004
2013-01-23,53.401513575580104
2013-01-24,57.5775857430841
2013-01-25,53.9470651593395
2013-01-26,54.53908465319079
2013-01-27,52.6399164824704
2013-01-28,52.479130976941
2013-01-29,51.02898847354779
2013-01-30,50.7578733663633
2013-01-31,55.04580921775229
2013-02-01,54.5821069326159
2013-02-02,53.3730439001694
2013-02-03,54.72389652290871
2013-02-04,54.933094081053106
2013-02-05,51.52617239950371
2013-02-06,56.7444671003823
2013-02-07,52.349519946284
2013-02-08,53.2528184057376
2013-02-09,48.3372640888448
2013-02-10,50.381414901805805
2013-02-11,49.9502501127283
2013-02-12,50.0090340142054
2013-02-13,50.901820033650395
2013-02-14,51.1850007800171
2013-02-15,56.79334706061561
2013-02-16,56.707108153241904
2013-02-17,54.7611159630209
2013-02-18,48.7013471106997
2013-02-19,53.478212011721894
2013-02-20,49.6883844613213
