"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"2019.4000",56.598226468558,47.1377443790876,66.0587085580284,42.1296676760223,71.0667852610937
"2019.4027",56.4529186761087,46.9844506930811,65.9213866591363,41.9721465133293,70.9336908388881
"2019.4055",59.2494632176746,49.7730160708772,68.725910364472,44.7564879769729,73.7424384583762
"2019.4082",63.6260865768491,54.1416669790839,73.1105061746144,49.1209185245702,78.1312546291281
"2019.4110",60.1567783252315,50.6643929723868,69.6491636780761,45.6394277018526,74.6741289486104
"2019.4137",53.474612523403,43.9742680945242,62.9749569522817,38.9450895436427,68.0041355031633
"2019.4164",54.6234632667519,45.1151664241121,64.1317601093917,40.0817781196774,69.1651484138264
"2019.4192",58.832838266752,49.3165956559217,68.3490808775823,44.2790011158866,73.3866754176174
"2019.4219",63.7690590269859,54.2448772769031,73.2932407770686,49.2030800104153,78.3350380435565
"2019.4247",60.4375264218882,50.9054121449276,69.9696406988488,45.8594156523667,75.0156371914097
"2019.4274",57.7262863343849,48.1862461264264,67.2663265423433,43.1360538994405,72.3165187693292
"2019.4301",53.3854254330895,43.8374658735872,62.9333849925918,38.7830813951288,67.9877694710502
"2019.4329",53.4285327111964,43.8726603632462,62.9844050591466,38.8140871076084,68.0429783147843
"2019.4356",56.3984114990752,46.8346329094828,65.9621900886676,41.7718743423352,71.0249486558151
"2019.4384",57.5468846318903,47.9752063312382,67.1185629325423,42.9082659096625,72.1855033541181
"2019.4411",57.5180898207536,47.9385183234683,67.0976613180389,42.8673994959934,72.1687801455138
"2019.4438",57.8076763212096,48.2202181256278,67.3951345167914,43.1449243322654,72.4704283101538
"2019.4466",60.7427557242451,51.14741731268,70.3380941358101,46.0679519849595,75.4175594635307
"2019.4493",62.2241577111964,52.6209455500035,71.8273698723893,47.5373121110066,76.9110033113862
"2019.4521",62.8893555842787,53.278276123921,72.5004350446364,48.1904779883165,77.5882331802408
"2019.4548",54.5642798376332,44.9453395127462,64.1832201625202,39.8533800868245,69.2751795884419
"2019.4575",55.6807162187458,46.0539214482023,65.3075109892894,40.9578041299094,70.4036283075823
"2019.4603",57.3758938223076,47.7412510092817,67.0105366353335,42.6409791882532,72.110808456362
"2019.4630",60.0124800796175,50.3699956116487,69.6549645475863,45.2655726692438,74.7593874899912
"2019.4658",57.6745273348524,48.0242075839091,67.3248470857957,42.915636893244,72.4334177764607
"2019.4685",55.1228519600227,45.4647032825652,64.7810006374802,40.3519882085468,69.8937157114985
"2019.4712",54.9331854889742,45.2672142260177,64.5991567519307,40.1503581253767,69.7160128525717
"2019.4740",56.8005466000853,47.1267590772622,66.4743341229084,42.0057652985861,71.5953279015845
"2019.4767",59.0411483411805,49.3595508688025,68.7227458135585,44.2344227525686,73.8478739297924
"2019.4795",67.195338266752,57.505937139872,76.884739393632,52.3766780184799,82.013998515024
"2019.4822",57.7582296808934,48.0610311793667,67.45542818242,42.9276443771711,72.5888149846156
"2019.4849",53.3854254330895,43.6804358216351,63.0904150445439,38.5429246549778,68.2279262112012
"2019.4877",53.3854254330895,43.6726509613504,63.0981999048285,38.5310187385927,68.2398321275862
"2019.4904",53.3854254330895,43.6648723356936,63.1059785304854,38.519122357248,68.251728508931
"2019.4932",53.3854254330895,43.6570999297092,63.1137509364698,38.5072354880714,68.2636153781076
"2019.4959",53.3854254330895,43.6493337285015,63.1215171376775,38.4953581082819,68.2754927578971
"2019.4986",59.3261126198722,49.5822609040169,69.0699643357274,44.4241773819721,74.2280478577722
"2019.5014",57.2719426728821,47.5203371209229,67.0235482248414,42.3581489659868,72.1857363797775
"2019.5041",57.8268310794947,48.0674778518762,67.5861843071133,42.9011883251912,72.7524738337983
"2019.5068",59.3161797700199,49.5490850125264,69.0832745275133,44.3786973674743,74.2536621725654
"2019.5096",58.4235207207888,48.6486905646027,68.1983508769748,43.4742080468354,73.3728333947421
"2019.5123",59.4942966000853,49.7117371618446,69.2768560383259,44.5331630093146,74.4554301908559
"2019.5151",64.6988590515228,54.9085764333784,74.4891416696671,49.7259138763693,79.6718042266762
"2019.5178",60.2786716000852,50.4806718897584,70.0766713104121,45.293924150915,75.2634190492555
"2019.5205",53.3854254330894,43.5797147039279,63.1911361622509,38.3888849982865,68.3819658678923
"2019.5233",53.3854254330895,43.5720097441247,63.1988411220543,38.3771012791427,68.3937495870362
"2019.5260",53.3854254330894,43.5643108290922,63.2065400370867,38.365326804678,68.4055240615008
"2019.5288",53.3854254330894,43.556617944626,63.2142329215529,38.3535615531686,68.4172893130103
"2019.5315",53.3854254330895,43.5489310765769,63.221919789602,38.3418055029751,68.4290453632038
"2019.5342",57.3459200985837,47.5017448763455,67.190095320822,42.2905532980372,72.4012868991302
"2019.5370",58.5950032994316,48.743153199752,68.4468533991112,43.5278987867437,73.6621078121196
"2019.5397",58.2572506599143,48.3977316570935,68.1167696627351,43.1784175719885,73.3360837478401
"2019.5425",57.2235174206765,47.3563354750848,67.0906993662683,42.1329648731125,72.3140699682405
"2019.5452",58.7829677394449,48.9081287975766,68.6578066813132,43.6807048266211,73.8852306522687
"2019.5479",58.4580425151179,48.5755525096453,68.3405325205905,43.3440783102735,73.5720067199623
"2019.5507",60.0635873560051,50.1734522058318,69.9537225061784,44.9379309113221,75.1892438006882
"2019.5534",61.7557549334185,51.8579805437327,71.6535293231044,46.6184152801028,76.8930945867343
"2019.5562",61.6119390372304,51.7065312995576,71.5173467749032,46.4629251855927,76.7609528888681
"2019.5589",61.5034939515064,51.5904587437622,71.4165291592506,46.342814891043,76.6641730119698
"2019.5616",60.069204174026,50.1485473605684,69.9898609874836,44.8968688734984,75.2415394745537
"2019.5644",59.4589114990751,49.5306389307564,69.3871840673939,44.2749289065897,74.6428940915606
"2019.5671",58.7528416542857,48.8169591685043,68.6887241400671,43.557220697373,73.9484626111984
"2019.5699",56.1956854889741,46.2521989097261,66.1391720682221,40.9884350746675,71.4029359032807
"2019.5726",55.4362716389352,45.4851867768655,65.3873565010049,40.2174006538492,70.6551426240212
"2019.5753",55.5030158703137,45.544338522767,65.4616932178604,40.2725331807218,70.7334985599056
"2019.5781",54.8942756830839,44.9280116341553,64.8605397320125,39.6521901349963,70.1363612311715
"2019.5808",55.3171329484442,45.3432879690296,65.2909779278588,40.0634533676845,70.5708125292039
