"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"2018.9863",52.6914578812644,44.525989755023,60.8569260075058,40.2034520338041,65.1794637287247
"2018.9890",50.7116288903794,42.5369096718929,58.8863481088658,38.209474718259,63.2137830624998
"2018.9918",50.5804035939367,42.3964437405699,58.7643634473034,38.0641170903154,63.0966900975579
"2018.9945",52.9437027792235,44.7505127129583,61.1368928454887,40.4132998831473,65.4741056752997
"2018.9973",52.9025803302439,44.7001704378785,61.1049902226093,40.3580769269497,65.4470837335381
"2019.0000",52.3290307954875,44.1174114288339,60.5406501621411,39.7704427167056,64.8876188742694
"2019.0027",52.8047174501521,44.583898926232,61.0255359740722,40.2320604744056,65.3773744258986
"2019.0055",53.3708783902087,45.140870991448,61.6008857889694,40.784168243111,65.9575885373064
"2019.0082",55.5658856523728,47.3266996267946,63.805071677951,42.9651380069227,68.1666332978229
"2019.0110",54.3583914682584,46.1100370296743,62.6067459068425,41.7436219451328,66.973160991384
"2019.0137",57.6530089016725,49.3954962298725,65.9105215734725,45.0242330695167,70.2817847338283
"2019.0164",57.073737389559,48.8070766305,65.3403981486179,44.4309707652751,69.7165040138429
"2019.0192",53.0212410445297,44.7454423105226,61.2970397785367,40.3644990935626,65.6779829954968
"2019.0219",50.0570512297148,41.77212459961,58.3419778598196,37.3863493663358,62.7277530930938
"2019.0247",54.0144747401818,45.7204302595531,62.3085192208105,41.3298283277705,66.6991211525931
"2019.0274",55.8244747401818,47.5213224215094,64.1276270588541,43.1258990915052,68.5230503888584
"2019.0301",53.8678154116183,45.5555652344701,62.1800655887666,41.1553257891082,66.5803050341284
"2019.0329",54.5110327111963,46.1896946224074,62.8323707999852,41.7846443272245,67.237421095168
"2019.0356",53.0981421951572,44.7677261090091,61.4285582813054,40.3578702123087,65.8384141780057
"2019.0384",53.1512285943305,44.8117443927276,61.4907127959333,40.3970881256741,65.9053690629869
"2019.0411",52.4317820109162,44.0832395435624,60.7803244782701,39.6637881202738,65.1997759015587
"2019.0438",54.4628977905614,46.1053068751338,62.820488705989,41.6810654927746,67.2447300883483
"2019.0466",56.1437647787068,47.7771352010295,64.5103943563842,43.3481090399019,68.9394205175117
"2019.0493",54.6140450328566,46.2383865470721,62.989703518641,41.8045807707075,67.4235092950056
"2019.0521",52.2763984186304,43.8917207473708,60.6610760898901,39.4531405026194,65.0996563346414
"2019.0548",50.3517251994593,41.9580380340148,58.7454123649038,37.514688451136,63.1887619477826
"2019.0575",49.2973205899842,40.8946335904718,57.7000075894966,36.4465197832226,62.1481213967459
"2019.0603",50.3202707137904,41.9085935093203,58.7319479182605,37.4557205750436,63.1848208525372
"2019.0630",53.5499052602159,45.1292474490571,61.9705630713747,40.6716204687697,66.4281900516621
"2019.0658",51.4082007058842,42.9785718556289,59.8378295561396,38.5161958941081,64.3002055176603
"2019.0685",50.1742836269472,41.7356932746737,58.6128739792207,37.2685733805438,63.0799938733506
"2019.0712",50.056759661551,41.6092173139855,58.5043020091164,37.1373585198035,62.9761608032984
"2019.0740",48.9758076503691,40.5193227840468,57.4322925166915,36.0427301063872,61.9088851943511
"2019.0767",51.9612387382566,43.4958207996805,60.4266566768327,39.0144992392201,64.9079782372932
"2019.0795",55.8530171236664,47.3786755294661,64.3273587178667,42.8926300710673,68.8134041762655
"2019.0822",56.8752783668046,48.3920225038932,65.358534229716,43.9012581166877,69.8492986169214
"2019.0849",55.7315089016726,47.2393481274027,64.2236696759425,42.7438697648739,68.7191480384713
"2019.0877",56.3058881847511,47.8048318270697,64.8069445424325,43.3046444271343,69.3071319423679
"2019.0904",60.392617924229,51.882675281831,68.9025605666269,47.3777837669208,73.4074520815371
"2019.0932",61.6704638305075,53.1516441729887,70.1892834880264,48.6420534501312,74.6988742108839
"2019.0959",63.5947541311723,55.0670666991801,72.1224415631645,50.5527816600788,76.6367266022659
"2019.0986",64.0712884272011,55.5347424325857,72.6078344218165,51.0157679536993,77.126808900703
"2019.1014",62.2326067852705,53.6872114112336,70.7780021593075,49.1635523538554,75.3016612166856
"2019.1041",53.3854254330895,44.8311898343326,61.9396610318464,40.3028510446691,66.4679998215099
"2019.1068",53.3854254330895,44.8223587359612,61.9484921302177,40.2893450452094,66.4815058209696
"2019.1096",53.3854254330895,44.8135367357315,61.9573141304475,40.2758529601565,66.4949979060225
"2019.1123",53.3854254330894,44.8047238055813,61.9661270605976,40.2623747465933,66.5084761195856
"2019.1151",53.3854254330895,44.7959199175927,61.9749309485862,40.2489103618231,66.5219405043559
"2019.1178",53.3854254330894,44.7871250439907,61.9837258221882,40.2354597633672,66.5353911028117
"2019.1205",52.5326067852705,43.925520509323,61.139693061218,39.3692042611456,65.6960093093954
"2019.1233",54.8233054384692,46.2074422349341,63.4391686420043,41.646479761949,68.0001311149894
"2019.1260",52.633917326581,44.0092861273668,61.2585485257951,39.443682157841,65.824152495321
"2019.1288",53.5778764072241,44.9444861170261,62.2112666974221,40.3742453648203,66.7815074496279
"2019.1315",52.8845400372038,44.2423995336414,61.5266805407661,39.6675266982836,66.1015533761239
"2019.1342",53.6548697075334,45.0039878412876,62.3057515737792,40.4244876080452,66.8852518070216
"2019.1370",49.0855463419276,40.4259319368765,57.7451607469786,35.8418089768285,62.3292837070266
"2019.1397",45.5289569536205,36.8606188069748,54.1972951002663,32.271877777083,58.7860361301581
"2019.1425",45.1494747401819,36.4724216226182,53.8265278577456,31.8790671657986,58.4198823145652
"2019.1452",47.3565500593996,38.6707907151943,56.0423094036048,34.0728274603871,60.640272658412
"2019.1479",47.0747751354388,38.3803182825999,55.7692319882776,33.7777508448399,60.3717994260377
"2019.1507",45.3748918747881,36.6717462051865,54.0780375443896,32.0645791856721,58.685204563904
"2019.1534",47.0697286399496,38.3579028194495,55.7815544604496,33.7461408056121,60.393316474287
"2019.1562",49.2115686467602,40.4910713153486,57.9320659781719,35.8747188809209,62.5484184125996
"2019.1589",48.0051724961427,39.2760122680574,56.7343327242279,34.6550739731417,61.3552710191437
"2019.1616",48.226292274038,39.488477737896,56.9641068101799,34.8629581290314,61.5896264190445
"2019.1644",49.0640034491099,40.3175431680338,57.8104637301859,35.6874467782636,62.4405601199561
"2019.1671",52.1559881819343,43.4008906936782,60.9110856701903,38.7662220426163,65.5457543212522
"2019.1699",47.5420491947129,38.7783230117873,56.3057753776385,34.1390866056847,60.9450117837411
"2019.1726",47.3871215189823,38.6147751287784,56.1594679091861,33.9709754605885,60.803267577376
"2019.1753",48.2682296808934,39.4872715458064,57.0491878159803,34.8389130952507,61.6975462665361
"2019.1781",51.3123205899843,42.5227591475358,60.1018820324328,37.8698463811684,64.7547947988002
"2019.1808",54.9166752048351,46.1185188677947,63.7148315418755,41.4610562390667,68.3722941706035
"2019.1836",58.8007549334187,49.9940120899248,67.6074977769126,45.3320040392485,72.2695058275888
"2019.1863",54.8178883493625,46.0025673630422,63.6332093356828,41.3360183178545,68.2997583808704
"2019.1890",51.6285566920118,42.8046659021002,60.4524474819234,38.1335802769254,65.1235331070981
"2019.1918",52.0109307927312,43.1784785141896,60.8433830712728,38.5028607107024,65.51900087476
"2019.1945",54.0220547237751,45.1810492474087,62.8630602001415,40.5009036544961,67.5432057930541
"2019.1973",57.0368844947143,48.1873340872886,65.88643490214,43.502665081112,70.5711039083165
"2019.2000",56.7398947183648,47.8818076227219,65.5979818140077,43.1926195667783,70.2871698699513
"2019.2027",51.2296018935863,42.3629863287598,60.0962174584128,37.6692835739429,64.7899202132297
"2019.2055",49.6448695780986,40.7697337394283,58.5200054167689,36.0715206240887,63.2182185321085
"2019.2082",50.0774256113167,41.1937776705619,58.9610735520716,36.4910585205678,63.6637927020656
"2019.2110",49.1529374731012,40.2607855785537,58.0450893676487,35.5535647073502,62.7523102388522
"2019.2137",49.7070834358341,40.8064357124303,58.6077311592379,36.0947174210991,63.3194494505691
"2019.2164",54.720080330244,45.8109448796765,63.6292157808116,41.0947334569943,68.3454272034938
"2019.2192",53.7490602891341,44.8314451899617,62.6666753883065,40.1107449124594,67.3873756658088
"2019.2219",59.1542234589784,50.2281367667367,68.0803101512201,45.5029518987572,72.8054950191997
"2019.2247",54.52288794234,45.5883376896501,63.45743819503,40.8586724834061,68.187103401274
"2019.2274",51.3493752020389,42.4063693987159,60.2923810053619,37.6722280943475,65.0265223097304
"2019.2301",50.4457435955501,41.494290228711,59.3971969623893,36.7556770543424,64.1358101367579
"2019.2329",49.4254509501901,40.4655579843605,58.3853439160198,35.7224771561569,63.1284247442233
"2019.2356",52.8970899251268,43.9287653023474,61.8654145479062,39.1812210245713,66.6129588256823
"2019.2384",58.9491694153163,49.9724210552486,67.925917775384,45.2204175203155,72.6779213103171
"2019.2411",61.280672014679,52.29550781471,70.2658362146481,47.539049203244,75.0222948261141
"2019.2438",64.4565719268826,55.462999762229,73.4501440915363,50.702090243118,78.2110536106472
"2019.2466",65.4054191580829,56.4034468818947,74.407391434271,51.6380906123453,79.1727477038204
"2019.2493",55.3599819865587,46.3496174300223,64.3703465430952,41.5798185556141,69.1401454175034
"2019.2521",56.8979266505904,47.8791776230304,65.9166756781505,43.1049402777701,70.6909130234108
"2019.2548",55.4357774836443,46.4086517726252,64.4629031946634,41.6299800790004,69.2415748882882
"2019.2575",53.0887652693361,44.0532706407632,62.124259897909,39.2701687097959,66.9073618288763
"2019.2603",54.0643298126458,45.0204740108654,63.1081856144262,40.2329459421648,67.8957136831267
"2019.2630",55.4378805372835,46.3856712851824,64.4900897893846,41.593721166998,69.282039907569
"2019.2658",58.1631895739417,49.1026345730462,67.2237445748371,44.3062664823196,72.0201126655637
"2019.2685",58.2504026298957,49.1815095604699,67.3192956993214,44.3807275628873,72.120077696904
"2019.2712",56.0293205899844,46.9520971111277,65.106544068841,42.1469052611716,69.9117359187972
"2019.2740",58.5406222634353,49.4550760131796,67.6261685136909,44.6454783541798,72.4357661726908
"2019.2767",56.5934045060683,47.4995431014744,65.6872659106621,42.6855436656592,70.5012653464773
"2019.2795",53.5285701643801,44.4264012016334,62.6307391271267,39.6080040101804,67.4491363185797
"2019.2822",52.7560901824609,43.6456212369666,61.8665591279551,38.8228303000532,66.6893500648686
"2019.2849",57.0805538273352,47.9617924538129,66.1993152008575,43.134611770666,71.0264958840044
"2019.2877",58.0918660445298,48.9648197771073,67.2189123119522,44.1332533360533,72.0504787530062
"2019.2904",53.5177653251055,44.3824416774125,62.6530889727984,39.5464934559268,67.4890371942842
"2019.2932",49.6377615669179,40.4941680321787,58.7813551016571,35.6538419969344,63.6216811369014
"2019.2959",52.1455425151181,42.9936865662434,61.2973984639927,38.1489866731607,66.1420983570755
"2019.2986",51.6276594024634,42.4675484921425,60.7877703127842,37.6184786864366,65.6368401184901
"2019.3014",53.8885327111964,44.7201742719879,63.056891150405,39.8667384882177,67.9103269341752
"2019.3041",55.6553275829913,46.4787290274135,64.8319261385692,41.6209311895292,69.6897239764535
"2019.3068",58.5389016176523,49.3540703382732,67.7237328970314,44.4919143596639,72.5858888756407
"2019.3096",58.707655518214,49.5145988877408,67.9007121486873,44.648088671282,72.7672223651461
"2019.3123",57.8955560814302,48.6942814527977,67.0968307100627,43.823420890898,71.9676912719625
"2019.3151",53.7338015284007,44.52431623486,62.9432868219415,39.6491092095079,67.8184938472936
"2019.3178",53.1747231873869,43.9570345425926,62.3924118321813,39.077484925403,67.2719614493709
"2019.3205",52.9718660445298,43.7459813426273,62.1977507464322,38.8620929948876,67.0816390941719
"2019.3233",57.1957256936526,47.9616522093649,66.4297991779404,43.0734289820809,71.3180224052244
"2019.3260",56.4099845114288,47.1677295001421,65.6522395227154,42.2751752340832,70.5447937887744
"2019.3288",55.4416906059333,46.191261303783,64.6921199080835,41.2943798295278,69.5890013823388
"2019.3315",53.9985094011732,44.7399130251285,63.2571057772179,39.8387081631097,68.1583106392367
"2019.3342",53.9975803302441,44.7308240781926,63.2643365822955,39.8252996387418,68.1698610217463
"2019.3370",54.5477379306509,45.2728289814826,63.8226468798192,40.3629887648746,68.7324870964272
"2019.3397",52.9679374731013,43.6848829867918,62.2509919594107,38.7707307832888,67.1651441629137
"2019.3425",54.6156941695299,45.3245012872237,63.906887051836,40.4060408771191,68.8253474619406
"2019.3452",53.2276555182141,43.9283313623066,62.5269796741215,39.0055665159689,67.4497445204592
"2019.3479",55.1571142714802,45.8496659456998,64.4645625972605,40.9226004236156,69.3916281193447
"2019.3507",57.8733991455752,48.5578337350647,67.1889645560856,43.6264712878821,72.1203270032682
"2019.3534",54.6632441364026,45.3395687078001,63.9869195650051,40.4039130763712,68.9225751964339
"2019.3562",57.3674858792406,48.0357074807597,66.6992642777214,43.0957623961836,71.6392093622975
"2019.3589",57.3752582706783,48.0353839321884,66.7151326091681,43.0911531158531,71.6593634255035
"2019.3616",60.6182744952341,51.2703112283396,69.9662377621285,46.3217983919642,74.914750598504
"2019.3644",60.9918660445297,51.635820842649,70.3479112464105,46.6830296883255,75.300702400734
"2019.3671",55.9038801788054,46.5397600172493,65.2680003403616,41.5826942374843,70.2250661201266
"2019.3699",54.4268483766852,45.0546602127349,63.7990365406355,40.0933234904907,68.7603732628798
"2019.3726",55.666759661551,46.2865104345359,65.0470088885662,41.3209064432714,70.0126128798307
"2019.3753",56.6918660445299,47.3035626759044,66.0801694131553,42.3336950796163,71.0500370094434
"2019.3781",56.2480063954069,46.8516557888272,65.6443570019867,41.8775282420903,70.6184845487236
"2019.3808",54.3575487013563,44.9531577427562,63.7619396599564,39.9747738907638,68.7403235119489
"2019.3836",54.4070603908195,44.9946359484866,63.8194848331525,40.0119994270904,68.8021213545487
"2019.3863",54.3665991406152,44.9461480652657,63.7870502159648,39.9592625010158,68.7739357802146
"2019.3890",55.1236842263479,45.6952133512017,64.5521551014942,40.7040823613862,69.5432860913096
"2019.3918",53.5241467462841,44.0876628871389,62.9606306054294,39.0922900798233,67.956003412745
"2019.3945",54.8831703923559,45.4386803476613,64.3276604370505,40.4390693217273,69.3272714629845
"2019.3973",55.1915176124741,45.739028163405,64.6440070615432,40.7351825085897,69.6478527163585
